Navn,Year,Month,Day,Felt,Trafikkmengde,Sykkel
Hansine Hansens veg,2022,2,19,2,603,0
Hansine Hansens veg,2022,2,19,Totalt,1198,0
Hansine Hansens veg,2022,2,20,1,578,0
Hansine Hansens veg,2022,2,20,2,552,0
Hansine Hansens veg,2022,2,20,Totalt,1130,0
Hansine Hansens veg,2022,2,21,1,2356,0
Hansine Hansens veg,2022,2,21,2,2530,0
Hansine Hansens veg,2022,2,21,Totalt,4886,0
Hansine Hansens veg,2022,2,22,1,2192,0
Hansine Hansens veg,2022,2,22,2,2342,0
Hansine Hansens veg,2022,2,22,Totalt,4534,0
Hansine Hansens veg,2022,2,23,1,2264,0
Hansine Hansens veg,2022,2,23,2,2424,0
Hansine Hansens veg,2022,2,23,Totalt,4688,0
Hansine Hansens veg,2022,2,24,1,2202,0
Hansine Hansens veg,2022,2,24,2,2394,0
Hansine Hansens veg,2022,2,24,Totalt,4596,0
Hansine Hansens veg,2022,2,25,1,2073,0
Hansine Hansens veg,2022,2,25,2,2172,0
Hansine Hansens veg,2022,2,25,Totalt,4245,0
Hansine Hansens veg,2022,2,26,1,710,0
Hansine Hansens veg,2022,2,26,2,681,0
Hansine Hansens veg,2022,2,26,Totalt,1391,0
Hansine Hansens veg,2022,2,27,1,666,0
Hansine Hansens veg,2022,2,27,2,629,0
Hansine Hansens veg,2022,2,27,Totalt,1295,0
Hansine Hansens veg,2022,2,28,1,2386,0
Hansine Hansens veg,2022,2,28,2,2541,0
Hansine Hansens veg,2022,2,28,Totalt,4927,0
Hansine Hansens veg,2022,3,1,1,2401,0
Hansine Hansens veg,2022,3,1,2,2571,0
Hansine Hansens veg,2022,3,1,Totalt,4972,0
Hansine Hansens veg,2022,3,2,1,2371,0
Hansine Hansens veg,2022,3,2,2,2537,0
Hansine Hansens veg,2022,3,2,Totalt,4908,0
Hansine Hansens veg,2022,3,3,1,2332,0
Hansine Hansens veg,2022,3,3,2,2470,0
Hansine Hansens veg,2022,3,3,Totalt,4802,0
Hansine Hansens veg,2022,3,4,1,2018,0
Hansine Hansens veg,2022,3,4,2,2198,0
Hansine Hansens veg,2022,3,4,Totalt,4216,0
Hansine Hansens veg,2022,3,5,1,572,0
Hansine Hansens veg,2022,3,5,2,574,0
Hansine Hansens veg,2022,3,5,Totalt,1146,0
Hansine Hansens veg,2022,3,6,1,547,0
Hansine Hansens veg,2022,3,6,2,532,0
Hansine Hansens veg,2022,3,6,Totalt,1079,0
Hansine Hansens veg,2022,3,7,1,2155,0
Hansine Hansens veg,2022,3,7,2,2328,0
Hansine Hansens veg,2022,3,7,Totalt,4483,0
Hansine Hansens veg,2022,3,8,1,2210,0
Hansine Hansens veg,2022,3,8,2,2238,0
Hansine Hansens veg,2022,3,8,Totalt,4448,0
Hansine Hansens veg,2022,3,9,1,2051,0
Hansine Hansens veg,2022,3,9,2,2035,0
Hansine Hansens veg,2022,3,9,Totalt,4086,0
Hansine Hansens veg,2022,3,10,1,2017,0
Hansine Hansens veg,2022,3,10,2,2118,0
Hansine Hansens veg,2022,3,10,Totalt,4135,0
Hansine Hansens veg,2022,3,11,1,1890,0
Hansine Hansens veg,2022,3,11,2,1962,0
Hansine Hansens veg,2022,3,11,Totalt,3852,0
Hansine Hansens veg,2022,3,12,1,623,0
Hansine Hansens veg,2022,3,12,2,599,0
Hansine Hansens veg,2022,3,12,Totalt,1222,0
Hansine Hansens veg,2022,3,13,1,563,0
Hansine Hansens veg,2022,3,13,2,535,0
Hansine Hansens veg,2022,3,13,Totalt,1098,0
Hansine Hansens veg,2022,3,14,1,2179,0
Hansine Hansens veg,2022,3,14,2,2340,0
Hansine Hansens veg,2022,3,14,Totalt,4519,0
Hansine Hansens veg,2022,3,15,1,2312,0
Hansine Hansens veg,2022,3,15,2,2573,0
Hansine Hansens veg,2022,3,15,Totalt,4885,0
Hansine Hansens veg,2022,3,16,1,2250,0
Hansine Hansens veg,2022,3,16,2,2403,0
Hansine Hansens veg,2022,3,16,Totalt,4653,0
Hansine Hansens veg,2022,3,17,1,2236,0
Hansine Hansens veg,2022,3,17,2,2415,0
Hansine Hansens veg,2022,3,17,Totalt,4651,0
Hansine Hansens veg,2022,3,18,1,2207,0
Hansine Hansens veg,2022,3,18,2,2352,0
Hansine Hansens veg,2022,3,18,Totalt,4559,0
Hansine Hansens veg,2022,3,19,1,725,0
Hansine Hansens veg,2022,3,19,2,725,0
Hansine Hansens veg,2022,3,19,Totalt,1450,0
Hansine Hansens veg,2022,3,20,1,652,0
Hansine Hansens veg,2022,3,20,2,661,0
Hansine Hansens veg,2022,3,20,Totalt,1313,0
Hansine Hansens veg,2022,3,21,1,2391,0
Hansine Hansens veg,2022,3,21,2,2541,0
Hansine Hansens veg,2022,3,21,Totalt,4932,0
Hansine Hansens veg,2022,3,22,1,2353,0
Hansine Hansens veg,2022,3,22,2,2568,0
Hansine Hansens veg,2022,3,22,Totalt,4921,0
Hansine Hansens veg,2022,3,23,1,2474,0
Hansine Hansens veg,2022,3,23,2,2730,0
Hansine Hansens veg,2022,3,23,Totalt,5204,0
Hansine Hansens veg,2022,3,24,1,2385,0
Hansine Hansens veg,2022,3,24,2,2557,0
Hansine Hansens veg,2022,3,24,Totalt,4942,0
Hansine Hansens veg,2022,3,25,1,2083,0
Hansine Hansens veg,2022,3,25,2,2302,0
Hansine Hansens veg,2022,3,25,Totalt,4385,0
Hansine Hansens veg,2022,3,26,1,684,0
Hansine Hansens veg,2022,3,26,2,697,0
Hansine Hansens veg,2022,3,26,Totalt,1381,0
Hansine Hansens veg,2022,3,27,1,619,0
Hansine Hansens veg,2022,3,27,2,607,0
Hansine Hansens veg,2022,3,27,Totalt,1226,0
Hansine Hansens veg,2022,3,28,1,2347,0
Hansine Hansens veg,2022,3,28,2,2500,0
Hansine Hansens veg,2022,3,28,Totalt,4847,0
Hansine Hansens veg,2022,3,29,1,2402,0
Hansine Hansens veg,2022,3,29,2,2571,0
Hansine Hansens veg,2022,3,29,Totalt,4973,0
Hansine Hansens veg,2022,3,30,1,2372,0
Hansine Hansens veg,2022,3,30,2,2521,0
Hansine Hansens veg,2022,3,30,Totalt,4893,0
Hansine Hansens veg,2022,3,31,1,2474,0
Hansine Hansens veg,2022,3,31,2,2560,0
Hansine Hansens veg,2022,3,31,Totalt,5034,0
Hansine Hansens veg,2022,4,1,1,2226,0
Hansine Hansens veg,2022,4,1,2,2409,0
Hansine Hansens veg,2022,4,1,Totalt,4635,0
Hansine Hansens veg,2022,4,2,1,708,0
Hansine Hansens veg,2022,4,2,2,744,0
Hansine Hansens veg,2022,4,2,Totalt,1452,0
Hansine Hansens veg,2022,4,3,1,623,0
Hansine Hansens veg,2022,4,3,2,616,0
Hansine Hansens veg,2022,4,3,Totalt,1239,0
Hansine Hansens veg,2022,4,4,1,2281,0
Hansine Hansens veg,2022,4,4,2,2430,0
Hansine Hansens veg,2022,4,4,Totalt,4711,0
Hansine Hansens veg,2022,4,5,1,2354,0
Hansine Hansens veg,2022,4,5,2,2492,0
Hansine Hansens veg,2022,4,5,Totalt,4846,0
Hansine Hansens veg,2022,4,6,1,2282,0
Hansine Hansens veg,2022,4,6,2,2467,0
Hansine Hansens veg,2022,4,6,Totalt,4749,0
Hansine Hansens veg,2022,4,7,1,2327,0
Hansine Hansens veg,2022,4,7,2,2545,0
Hansine Hansens veg,2022,4,7,Totalt,4872,0
Hansine Hansens veg,2022,4,8,1,1919,0
Hansine Hansens veg,2022,4,8,2,2083,0
Hansine Hansens veg,2022,4,8,Totalt,4002,0
Hansine Hansens veg,2022,4,9,1,592,0
Hansine Hansens veg,2022,4,9,2,622,0
Hansine Hansens veg,2022,4,9,Totalt,1214,0
Hansine Hansens veg,2022,4,10,1,505,0
Hansine Hansens veg,2022,4,10,2,515,0
Hansine Hansens veg,2022,4,10,Totalt,1020,0
Hansine Hansens veg,2022,4,11,1,1382,0
Hansine Hansens veg,2022,4,11,2,1521,0
Hansine Hansens veg,2022,4,11,Totalt,2903,0
Hansine Hansens veg,2022,4,12,1,1278,0
Hansine Hansens veg,2022,4,12,2,1396,0
Hansine Hansens veg,2022,4,12,Totalt,2674,0
Hansine Hansens veg,2022,4,13,1,884,0
Hansine Hansens veg,2022,4,13,2,958,0
Hansine Hansens veg,2022,4,13,Totalt,1842,0
Hansine Hansens veg,2022,4,14,1,389,0
Hansine Hansens veg,2022,4,14,2,375,0
Hansine Hansens veg,2022,4,14,Totalt,764,0
Hansine Hansens veg,2022,4,15,1,385,0
Hansine Hansens veg,2022,4,15,2,394,0
Hansine Hansens veg,2022,4,15,Totalt,779,0
Hansine Hansens veg,2022,4,16,1,391,0
Hansine Hansens veg,2022,4,16,2,397,0
Hansine Hansens veg,2022,4,16,Totalt,788,0
Hansine Hansens veg,2022,4,17,1,430,0
Hansine Hansens veg,2022,4,17,2,440,0
Hansine Hansens veg,2022,4,17,Totalt,870,0
Hansine Hansens veg,2022,4,18,1,627,0
Hansine Hansens veg,2022,4,18,2,659,0
Hansine Hansens veg,2022,4,18,Totalt,1286,0
Hansine Hansens veg,2022,4,19,1,2131,0
Hansine Hansens veg,2022,4,19,2,2310,0
Hansine Hansens veg,2022,4,19,Totalt,4441,0
Hansine Hansens veg,2022,4,20,1,2162,0
Hansine Hansens veg,2022,4,20,2,2309,0
Hansine Hansens veg,2022,4,20,Totalt,4471,0
Hansine Hansens veg,2022,4,21,1,2392,0
Hansine Hansens veg,2022,4,21,2,2494,0
Hansine Hansens veg,2022,4,21,Totalt,4886,0
Hansine Hansens veg,2022,4,22,1,2190,0
Hansine Hansens veg,2022,4,22,2,2348,0
Hansine Hansens veg,2022,4,22,Totalt,4538,0
Hansine Hansens veg,2022,4,23,1,909,0
Hansine Hansens veg,2022,4,23,2,910,0
Hansine Hansens veg,2022,4,23,Totalt,1819,0
Hansine Hansens veg,2022,4,24,1,843,0
Hansine Hansens veg,2022,4,24,2,824,0
Hansine Hansens veg,2022,4,24,Totalt,1667,0
Hansine Hansens veg,2022,4,25,1,2412,0
Hansine Hansens veg,2022,4,25,2,2564,0
Hansine Hansens veg,2022,4,25,Totalt,4976,0
Hansine Hansens veg,2022,4,26,1,2427,0
Hansine Hansens veg,2022,4,26,2,2604,0
Hansine Hansens veg,2022,4,26,Totalt,5031,0
Hansine Hansens veg,2022,4,27,1,2280,0
Hansine Hansens veg,2022,4,27,2,2482,0
Hansine Hansens veg,2022,4,27,Totalt,4762,0
Hansine Hansens veg,2022,4,28,1,2293,0
Hansine Hansens veg,2022,4,28,2,2507,0
Hansine Hansens veg,2022,4,28,Totalt,4800,0
Hansine Hansens veg,2022,4,29,1,1950,0
Hansine Hansens veg,2022,4,29,2,2419,0
Hansine Hansens veg,2022,4,29,Totalt,4369,0
Hansine Hansens veg,2022,4,30,1,718,0
Hansine Hansens veg,2022,4,30,2,732,0
Hansine Hansens veg,2022,4,30,Totalt,1450,0
Hansine Hansens veg,2022,5,1,1,684,0
Hansine Hansens veg,2022,5,1,2,693,0
Hansine Hansens veg,2022,5,1,Totalt,1377,0
Hansine Hansens veg,2022,5,2,1,2344,0
Hansine Hansens veg,2022,5,2,2,2504,0
Hansine Hansens veg,2022,5,2,Totalt,4848,0
Hansine Hansens veg,2022,5,3,1,2313,0
Hansine Hansens veg,2022,5,3,2,2493,0
Hansine Hansens veg,2022,5,3,Totalt,4806,0
Hansine Hansens veg,2022,5,4,1,2289,0
Hansine Hansens veg,2022,5,4,2,2390,0
Hansine Hansens veg,2022,5,4,Totalt,4679,0
Hansine Hansens veg,2022,5,5,1,2326,0
Hansine Hansens veg,2022,5,5,2,2501,0
Hansine Hansens veg,2022,5,5,Totalt,4827,0
Hansine Hansens veg,2022,5,6,1,2172,0
Hansine Hansens veg,2022,5,6,2,2379,0
Hansine Hansens veg,2022,5,6,Totalt,4551,0
Hansine Hansens veg,2022,5,7,1,789,0
Hansine Hansens veg,2022,5,7,2,796,0
Hansine Hansens veg,2022,5,7,Totalt,1585,0
Hansine Hansens veg,2022,5,8,1,752,0
Hansine Hansens veg,2022,5,8,2,741,0
Hansine Hansens veg,2022,5,8,Totalt,1493,0
Hansine Hansens veg,2022,5,9,1,2302,0
Hansine Hansens veg,2022,5,9,2,2467,0
Hansine Hansens veg,2022,5,9,Totalt,4769,0
Hansine Hansens veg,2022,5,10,1,2303,0
Hansine Hansens veg,2022,5,10,2,2458,0
Hansine Hansens veg,2022,5,10,Totalt,4761,0
Hansine Hansens veg,2022,5,11,1,2281,0
Hansine Hansens veg,2022,5,11,2,2446,0
Hansine Hansens veg,2022,5,11,Totalt,4727,0
Hansine Hansens veg,2022,5,12,1,2259,0
Hansine Hansens veg,2022,5,12,2,2424,0
Hansine Hansens veg,2022,5,12,Totalt,4683,0
Hansine Hansens veg,2022,5,13,1,2054,0
Hansine Hansens veg,2022,5,13,2,2234,0
Hansine Hansens veg,2022,5,13,Totalt,4288,0
Hansine Hansens veg,2022,5,14,1,708,0
Hansine Hansens veg,2022,5,14,2,698,0
Hansine Hansens veg,2022,5,14,Totalt,1406,0
Hansine Hansens veg,2022,5,15,1,704,0
Hansine Hansens veg,2022,5,15,2,713,0
Hansine Hansens veg,2022,5,15,Totalt,1417,0
Hansine Hansens veg,2022,5,16,1,1902,0
Hansine Hansens veg,2022,5,16,2,2089,0
Hansine Hansens veg,2022,5,16,Totalt,3991,0
Hansine Hansens veg,2022,5,17,1,443,0
Hansine Hansens veg,2022,5,17,2,443,0
Hansine Hansens veg,2022,5,17,Totalt,886,0
Hansine Hansens veg,2022,5,18,1,2077,0
Hansine Hansens veg,2022,5,18,2,2216,0
Hansine Hansens veg,2022,5,18,Totalt,4293,0
Hansine Hansens veg,2022,5,19,1,2142,0
Hansine Hansens veg,2022,5,19,2,2326,0
Hansine Hansens veg,2022,5,19,Totalt,4468,0
Hansine Hansens veg,2022,5,20,1,1995,0
Hansine Hansens veg,2022,5,20,2,2156,0
Hansine Hansens veg,2022,5,20,Totalt,4151,0
Hansine Hansens veg,2022,5,21,1,782,0
Hansine Hansens veg,2022,5,21,2,751,0
Hansine Hansens veg,2022,5,21,Totalt,1533,0
Hansine Hansens veg,2022,5,22,1,634,0
Hansine Hansens veg,2022,5,22,2,632,0
Hansine Hansens veg,2022,5,22,Totalt,1266,0
Hansine Hansens veg,2022,5,23,1,2072,0
Hansine Hansens veg,2022,5,23,2,2259,0
Hansine Hansens veg,2022,5,23,Totalt,4331,0
Hansine Hansens veg,2022,5,24,1,2060,0
Hansine Hansens veg,2022,5,24,2,2168,0
Hansine Hansens veg,2022,5,24,Totalt,4228,0
Hansine Hansens veg,2022,5,25,1,1999,0
Hansine Hansens veg,2022,5,25,2,2121,0
Hansine Hansens veg,2022,5,25,Totalt,4120,0
Hansine Hansens veg,2022,5,26,1,699,0
Hansine Hansens veg,2022,5,26,2,695,0
Hansine Hansens veg,2022,5,26,Totalt,1394,0
Hansine Hansens veg,2022,5,27,1,1412,0
Hansine Hansens veg,2022,5,27,2,1478,0
Hansine Hansens veg,2022,5,27,Totalt,2890,0
Hansine Hansens veg,2022,5,28,1,739,0
Hansine Hansens veg,2022,5,28,2,722,0
Hansine Hansens veg,2022,5,28,Totalt,1461,0
Hansine Hansens veg,2022,5,29,1,656,0
Hansine Hansens veg,2022,5,29,2,640,0
Hansine Hansens veg,2022,5,29,Totalt,1296,0
Hansine Hansens veg,2022,5,30,1,2024,0
Hansine Hansens veg,2022,5,30,2,2196,0
Hansine Hansens veg,2022,5,30,Totalt,4220,0
Hansine Hansens veg,2022,5,31,1,2058,0
Hansine Hansens veg,2022,5,31,2,2101,0
Hansine Hansens veg,2022,5,31,Totalt,4159,0
Hansine Hansens veg,2022,6,1,1,1914,0
Hansine Hansens veg,2022,6,1,2,2072,0
Hansine Hansens veg,2022,6,1,Totalt,3986,0
Hansine Hansens veg,2022,6,2,1,1957,0
Hansine Hansens veg,2022,6,2,2,2088,0
Hansine Hansens veg,2022,6,2,Totalt,4045,0
Hansine Hansens veg,2022,6,3,1,1961,0
Hansine Hansens veg,2022,6,3,2,2117,0
Hansine Hansens veg,2022,6,3,Totalt,4078,0
Hansine Hansens veg,2022,6,4,1,757,0
Hansine Hansens veg,2022,6,4,2,712,0
Hansine Hansens veg,2022,6,4,Totalt,1469,0
Hansine Hansens veg,2022,6,5,1,667,0
Hansine Hansens veg,2022,6,5,2,621,0
Hansine Hansens veg,2022,6,5,Totalt,1288,0
Hansine Hansens veg,2022,6,6,1,829,0
Hansine Hansens veg,2022,6,6,2,792,0
Hansine Hansens veg,2022,6,6,Totalt,1621,0
Hansine Hansens veg,2022,6,7,1,2182,0
Hansine Hansens veg,2022,6,7,2,2357,0
Hansine Hansens veg,2022,6,7,Totalt,4539,0
Hansine Hansens veg,2022,6,8,1,2135,0
Hansine Hansens veg,2022,6,8,2,2247,0
Hansine Hansens veg,2022,6,8,Totalt,4382,0
Hansine Hansens veg,2022,6,9,1,2074,0
Hansine Hansens veg,2022,6,9,2,2211,0
Hansine Hansens veg,2022,6,9,Totalt,4285,0
Hansine Hansens veg,2022,6,10,1,2014,0
Hansine Hansens veg,2022,6,10,2,2105,0
Hansine Hansens veg,2022,6,10,Totalt,4119,0
Hansine Hansens veg,2022,6,11,1,734,0
Hansine Hansens veg,2022,6,11,2,727,0
Hansine Hansens veg,2022,6,11,Totalt,1461,0
Hansine Hansens veg,2022,6,12,1,602,0
Hansine Hansens veg,2022,6,12,2,568,0
Hansine Hansens veg,2022,6,12,Totalt,1170,0
Hansine Hansens veg,2022,6,13,1,1953,0
Hansine Hansens veg,2022,6,13,2,2023,0
Hansine Hansens veg,2022,6,13,Totalt,3976,0
Hansine Hansens veg,2022,6,14,1,1890,0
Hansine Hansens veg,2022,6,14,2,2024,0
Hansine Hansens veg,2022,6,14,Totalt,3914,0
Hansine Hansens veg,2022,6,15,1,1924,0
Hansine Hansens veg,2022,6,15,2,2047,0
Hansine Hansens veg,2022,6,15,Totalt,3971,0
Hansine Hansens veg,2022,6,16,1,1960,0
Hansine Hansens veg,2022,6,16,2,2132,0
Hansine Hansens veg,2022,6,16,Totalt,4092,0
Hansine Hansens veg,2022,6,17,1,1733,0
Hansine Hansens veg,2022,6,17,2,1882,0
Hansine Hansens veg,2022,6,17,Totalt,3615,0
Hansine Hansens veg,2022,6,18,1,588,0
Hansine Hansens veg,2022,6,18,2,601,0
Hansine Hansens veg,2022,6,18,Totalt,1189,0
Hansine Hansens veg,2022,6,19,1,673,0
Hansine Hansens veg,2022,6,19,2,651,0
Hansine Hansens veg,2022,6,19,Totalt,1324,0
Hansine Hansens veg,2022,6,20,1,1682,0
Hansine Hansens veg,2022,6,20,2,1796,0
Hansine Hansens veg,2022,6,20,Totalt,3478,0
Hansine Hansens veg,2022,6,21,1,1838,0
Hansine Hansens veg,2022,6,21,2,1982,0
Hansine Hansens veg,2022,6,21,Totalt,3820,0
Hansine Hansens veg,2022,6,22,1,1766,0
Hansine Hansens veg,2022,6,22,2,1887,0
Hansine Hansens veg,2022,6,22,Totalt,3653,0
Hansine Hansens veg,2022,6,23,1,1636,0
Hansine Hansens veg,2022,6,23,2,1749,0
Hansine Hansens veg,2022,6,23,Totalt,3385,0
Hansine Hansens veg,2022,6,24,1,1691,0
Hansine Hansens veg,2022,6,24,2,1852,0
Hansine Hansens veg,2022,6,24,Totalt,3543,0
Hansine Hansens veg,2022,6,25,1,518,0
Hansine Hansens veg,2022,6,25,2,544,0
Hansine Hansens veg,2022,6,25,Totalt,1062,0
Hansine Hansens veg,2022,6,26,1,448,0
Hansine Hansens veg,2022,6,26,2,424,0
Hansine Hansens veg,2022,6,26,Totalt,872,0
Hansine Hansens veg,2022,6,27,1,1237,0
Hansine Hansens veg,2022,6,27,2,1381,0
Hansine Hansens veg,2022,6,27,Totalt,2618,0
Hansine Hansens veg,2022,6,28,1,1186,0
Hansine Hansens veg,2022,6,28,2,1288,0
Hansine Hansens veg,2022,6,28,Totalt,2474,0
Hansine Hansens veg,2022,6,29,1,1262,0
Hansine Hansens veg,2022,6,29,2,1352,0
Hansine Hansens veg,2022,6,29,Totalt,2614,0
Hansine Hansens veg,2022,6,30,1,1304,0
Hansine Hansens veg,2022,6,30,2,1399,0
Hansine Hansens veg,2022,6,30,Totalt,2703,0
Hansine Hansens veg,2022,7,1,1,1110,0
Hansine Hansens veg,2022,7,1,2,1158,0
Hansine Hansens veg,2022,7,1,Totalt,2268,0
Hansine Hansens veg,2022,7,2,1,347,0
Hansine Hansens veg,2022,7,2,2,344,0
Hansine Hansens veg,2022,7,2,Totalt,691,0
Hansine Hansens veg,2022,7,3,1,414,0
Hansine Hansens veg,2022,7,3,2,429,0
Hansine Hansens veg,2022,7,3,Totalt,843,0
Hansine Hansens veg,2022,7,4,1,1059,0
Hansine Hansens veg,2022,7,4,2,1143,0
Hansine Hansens veg,2022,7,4,Totalt,2202,0
Hansine Hansens veg,2022,7,5,1,1061,0
Hansine Hansens veg,2022,7,5,2,1130,0
Hansine Hansens veg,2022,7,5,Totalt,2191,0
Hansine Hansens veg,2022,7,6,1,1149,0
Hansine Hansens veg,2022,7,6,2,1245,0
Hansine Hansens veg,2022,7,6,Totalt,2394,0
Hansine Hansens veg,2022,7,7,1,1078,0
Hansine Hansens veg,2022,7,7,2,1160,0
Hansine Hansens veg,2022,7,7,Totalt,2238,0
Hansine Hansens veg,2022,7,8,1,993,0
Hansine Hansens veg,2022,7,8,2,1097,0
Hansine Hansens veg,2022,7,8,Totalt,2090,0
Hansine Hansens veg,2022,7,9,1,403,0
Hansine Hansens veg,2022,7,9,2,415,0
Hansine Hansens veg,2022,7,9,Totalt,818,0
Hansine Hansens veg,2022,7,10,1,351,0
Hansine Hansens veg,2022,7,10,2,346,0
Hansine Hansens veg,2022,7,10,Totalt,697,0
Hansine Hansens veg,2022,7,11,1,851,0
Hansine Hansens veg,2022,7,11,2,723,0
Hansine Hansens veg,2022,7,11,Totalt,1574,0
Hansine Hansens veg,2022,7,12,1,761,0
Hansine Hansens veg,2022,7,12,2,665,0
Hansine Hansens veg,2022,7,12,Totalt,1426,0
Hansine Hansens veg,2022,7,13,1,791,0
Hansine Hansens veg,2022,7,13,2,725,0
Hansine Hansens veg,2022,7,13,Totalt,1516,0
Hansine Hansens veg,2022,7,14,1,768,0
Hansine Hansens veg,2022,7,14,2,755,0
Hansine Hansens veg,2022,7,14,Totalt,1523,0
Hansine Hansens veg,2022,7,15,1,774,0
Hansine Hansens veg,2022,7,15,2,849,0
Hansine Hansens veg,2022,7,15,Totalt,1623,0
Hansine Hansens veg,2022,7,16,1,363,0
Hansine Hansens veg,2022,7,16,2,364,0
Hansine Hansens veg,2022,7,16,Totalt,727,0
Hansine Hansens veg,2022,7,17,1,394,0
Hansine Hansens veg,2022,7,17,2,430,0
Hansine Hansens veg,2022,7,17,Totalt,824,0
Hansine Hansens veg,2022,7,18,1,760,0
Hansine Hansens veg,2022,7,18,2,546,0
Hansine Hansens veg,2022,7,18,Totalt,1306,0
Hansine Hansens veg,2022,7,19,1,725,0
Hansine Hansens veg,2022,7,19,2,765,0
Hansine Hansens veg,2022,7,19,Totalt,1490,0
Hansine Hansens veg,2022,7,20,1,666,0
Hansine Hansens veg,2022,7,20,2,698,0
Hansine Hansens veg,2022,7,20,Totalt,1364,0
Hansine Hansens veg,2022,7,21,1,752,0
Hansine Hansens veg,2022,7,21,2,808,0
Hansine Hansens veg,2022,7,21,Totalt,1560,0
Hansine Hansens veg,2022,7,22,1,734,0
Hansine Hansens veg,2022,7,22,2,781,0
Hansine Hansens veg,2022,7,22,Totalt,1515,0
Hansine Hansens veg,2022,7,23,1,405,0
Hansine Hansens veg,2022,7,23,2,424,0
Hansine Hansens veg,2022,7,23,Totalt,829,0
Hansine Hansens veg,2022,7,24,1,359,0
Hansine Hansens veg,2022,7,24,2,352,0
Hansine Hansens veg,2022,7,24,Totalt,711,0
Hansine Hansens veg,2022,7,25,1,729,0
Hansine Hansens veg,2022,7,25,2,767,0
Hansine Hansens veg,2022,7,25,Totalt,1496,0
Hansine Hansens veg,2022,7,26,1,700,0
Hansine Hansens veg,2022,7,26,2,765,0
Hansine Hansens veg,2022,7,26,Totalt,1465,0
Hansine Hansens veg,2022,7,27,1,860,0
Hansine Hansens veg,2022,7,27,2,955,0
Hansine Hansens veg,2022,7,27,Totalt,1815,0
Hansine Hansens veg,2022,7,28,1,829,0
Hansine Hansens veg,2022,7,28,2,858,0
Hansine Hansens veg,2022,7,28,Totalt,1687,0
Hansine Hansens veg,2022,7,29,1,671,0
Hansine Hansens veg,2022,7,29,2,729,0
Hansine Hansens veg,2022,7,29,Totalt,1400,0
Hansine Hansens veg,2022,7,30,1,338,0
Hansine Hansens veg,2022,7,30,2,371,0
Hansine Hansens veg,2022,7,30,Totalt,709,0
Hansine Hansens veg,2022,7,31,1,358,0
Hansine Hansens veg,2022,7,31,2,382,0
Hansine Hansens veg,2022,7,31,Totalt,740,0
Hansine Hansens veg,2022,8,1,1,887,0
Hansine Hansens veg,2022,8,1,2,892,0
Hansine Hansens veg,2022,8,1,Totalt,1779,0
Hansine Hansens veg,2022,8,2,1,923,0
Hansine Hansens veg,2022,8,2,2,911,0
Hansine Hansens veg,2022,8,2,Totalt,1834,0
Hansine Hansens veg,2022,8,3,1,865,0
Hansine Hansens veg,2022,8,3,2,830,0
Hansine Hansens veg,2022,8,3,Totalt,1695,0
Hansine Hansens veg,2022,8,4,1,967,0
Hansine Hansens veg,2022,8,4,2,920,0
Hansine Hansens veg,2022,8,4,Totalt,1887,0
Hansine Hansens veg,2022,8,5,1,899,0
Hansine Hansens veg,2022,8,5,2,905,0
Hansine Hansens veg,2022,8,5,Totalt,1804,0
Hansine Hansens veg,2022,8,6,1,358,0
Hansine Hansens veg,2022,8,6,2,342,0
Hansine Hansens veg,2022,8,6,Totalt,700,0
Hansine Hansens veg,2022,8,7,1,460,0
Hansine Hansens veg,2022,8,7,2,434,0
Hansine Hansens veg,2022,8,7,Totalt,894,0
Hansine Hansens veg,2022,8,8,1,1357,0
Hansine Hansens veg,2022,8,8,2,1296,0
Hansine Hansens veg,2022,8,8,Totalt,2653,0
Hansine Hansens veg,2022,8,9,1,1279,0
Hansine Hansens veg,2022,8,9,2,1280,0
Hansine Hansens veg,2022,8,9,Totalt,2559,0
Hansine Hansens veg,2022,8,10,1,1294,0
Hansine Hansens veg,2022,8,10,2,1231,0
Hansine Hansens veg,2022,8,10,Totalt,2525,0
Hansine Hansens veg,2022,8,11,1,1447,0
Hansine Hansens veg,2022,8,11,2,1377,0
Hansine Hansens veg,2022,8,11,Totalt,2824,0
Hansine Hansens veg,2022,8,12,1,1379,0
Hansine Hansens veg,2022,8,12,2,1270,0
Hansine Hansens veg,2022,8,12,Totalt,2649,0
Hansine Hansens veg,2022,8,13,1,473,0
Hansine Hansens veg,2022,8,13,2,470,0
Hansine Hansens veg,2022,8,13,Totalt,943,0
Hansine Hansens veg,2022,8,14,1,553,0
Hansine Hansens veg,2022,8,14,2,516,0
Hansine Hansens veg,2022,8,14,Totalt,1069,0
Hansine Hansens veg,2022,8,15,1,1771,0
Hansine Hansens veg,2022,8,15,2,1677,0
Hansine Hansens veg,2022,8,15,Totalt,3448,0
Hansine Hansens veg,2022,8,16,1,1898,0
Hansine Hansens veg,2022,8,16,2,1766,0
Hansine Hansens veg,2022,8,16,Totalt,3664,0
Hansine Hansens veg,2022,8,17,1,2028,0
Hansine Hansens veg,2022,8,17,2,1941,0
Hansine Hansens veg,2022,8,17,Totalt,3969,0
Hansine Hansens veg,2022,8,18,1,1941,0
Hansine Hansens veg,2022,8,18,2,1845,0
Hansine Hansens veg,2022,8,18,Totalt,3786,0
Hansine Hansens veg,2022,8,19,1,1592,0
Hansine Hansens veg,2022,8,19,2,1564,0
